id;month_year;employee_id;employee_name;gender;age;salary;function_group;company_name;company_city;company_state;company_type;const_site_category;pay_month
300932022-07-01;01/07/2022;30093;Easton Cardenas;Male;19;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
301502022-07-01;01/07/2022;30150;Agustin Roth;Male;21;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
314932022-07-01;01/07/2022;31493;Deion Raymond;Male;26;1254,73;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
296622022-07-01;01/07/2022;29662;Jaron Weiss;Male;27;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
286242022-07-01;01/07/2022;28624;Dayton Stokes;Male;23;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
310902022-07-01;01/07/2022;31090;Denzel Barrera;Male;27;1298;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
294972022-07-01;01/07/2022;29497;Joaquin Lamb;Female;23;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
291672022-07-01;01/07/2022;29167;Braydon Drake;Male;28;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
286262022-07-01;01/07/2022;28626;Rylan Cain;Male;23;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
298322022-07-01;01/07/2022;29832;Ralph Hoover;Male;27;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
311132022-07-01;01/07/2022;31113;Kenyon Santana;Male;24;1298;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
310402022-07-01;01/07/2022;31040;Infant McCullough;Male;20;1058,2;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
310942022-07-01;01/07/2022;31094;Reuben Berger;Male;20;1298;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
304072022-07-01;01/07/2022;30407;Shamar Pratt;Male;25;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
305852022-07-01;01/07/2022;30585;Emiliano Bridges;Male;23;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
233762022-07-01;01/07/2022;23376;Antoine Morrow;Male;28;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
296312022-07-01;01/07/2022;29631;Kane Bryan;Male;30;3000;Production Supervisors;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
258592022-07-01;01/07/2022;25859;Tylor Serrano;Male;37;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
181442022-07-01;01/07/2022;18144;Ezequiel McKenzie;Male;25;1221;Assistants;The Crossings at Falcon Point;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
243582022-07-01;01/07/2022;24358;Garret Barber;Male;37;2528,49;Administration;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
314682022-07-01;01/07/2022;31468;Turner Shah;Male;38;1288,76;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
308052022-07-01;01/07/2022;30805;Talon Wiggins;Male;36;1379,26;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
310532022-07-01;01/07/2022;31053;Kayden Whitehead;Male;30;1549,17;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
310702022-07-01;01/07/2022;31070;Khalid Bullock;Male;33;1487,2;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
313282022-07-01;01/07/2022;31328;Marcelo McIntosh;Male;28;1557,17;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
308032022-07-01;01/07/2022;30803;Leroy Savage;Male;34;1379,26;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
313442022-07-01;01/07/2022;31344;Nico Ho;Male;28;1489,47;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
313472022-07-01;01/07/2022;31347;Rashawn Pennington;Male;30;1489,47;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
314072022-07-01;01/07/2022;31407;Jaxson House;Male;20;1015,55;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
308022022-07-01;01/07/2022;30802;Anton Brennan;Male;23;2596,77;Engineering;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
310602022-07-01;01/07/2022;31060;Antony Escobar;Male;25;1549,17;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
311762022-07-01;01/07/2022;31176;Ari Velez;Female;32;2098,8;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
313692022-07-01;01/07/2022;31369;Maximus Conrad;Male;30;1354,06;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
313292022-07-01;01/07/2022;31329;Sincere Hickman;Female;23;1557,17;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
313322022-07-01;01/07/2022;31332;Elmer Noble;Male;35;1557,17;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
312932022-07-01;01/07/2022;31293;Jabari Hebert;Male;22;1895,69;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
314712022-07-01;01/07/2022;31471;Gino Arroyo;Male;28;2028,84;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
310522022-07-01;01/07/2022;31052;Deondre Knox;Male;22;1549,17;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
311812022-07-01;01/07/2022;31181;Cornelius Odonnell;Male;30;2098,8;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
313262022-07-01;01/07/2022;31326;Heath Spears;Female;23;1557,17;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
314662022-07-01;01/07/2022;31466;Carlo Potts;Male;34;2028,84;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
311902022-07-01;01/07/2022;31190;Austyn Kerr;Female;24;2098,8;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
314732022-07-01;01/07/2022;31473;Johan Valentine;Male;25;2028,84;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
311732022-07-01;01/07/2022;31173;Marquez Solomon;Male;30;2098,8;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
310752022-07-01;01/07/2022;31075;Ellis Meadows;Female;23;1487,2;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
308102022-07-01;01/07/2022;30810;Chaz Salas;Male;37;1958,71;Production Supervisors;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
216042022-07-01;01/07/2022;21604;Brycen Stout;Male;33;1549,17;Production Supervisors;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
313582022-07-01;01/07/2022;31358;Mikel Arias;Male;21;950;Trainees;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
237542022-07-01;01/07/2022;23754;Bruce Navarro;Male;25;1236,4;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
310612022-07-01;01/07/2022;31061;Abram Blankenship;Male;23;1549,17;Professionals;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
257632022-07-01;01/07/2022;25763;Ross Fitzgerald;Male;28;1212;Assistants;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
308372022-07-01;01/07/2022;30837;Winston Marks;Male;29;1300;Assistants;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
313232022-07-01;01/07/2022;31323;Alden Frederick;Male;25;1236,4;Assistants;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
285352022-07-01;01/07/2022;28535;Jayce Poole;Female;23;1212;Assistants;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
313532022-07-01;01/07/2022;31353;Justyn Velazquez;Male;27;1236,4;Assistants;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
315242022-07-01;01/07/2022;31524;Rocky Meza;Male;26;1236,4;Assistants;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
310502022-07-01;01/07/2022;31050;Remington Browning;Male;28;1030,33;Assistants;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
290662022-07-01;01/07/2022;29066;Davonte Galvan;Male;19;1236,4;Assistants;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
306792022-07-01;01/07/2022;30679;Lamar Bruce;Male;19;1236,4;Assistants;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
313502022-07-01;01/07/2022;31350;Kelton Randolph;Male;23;1236,4;Assistants;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
306812022-07-01;01/07/2022;30681;Alonso Singleton;Male;25;1386,67;Production Supervisors;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
292562022-07-01;01/07/2022;29256;Deonte Calderon;Male;29;1212;Assistants;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
292392022-07-01;01/07/2022;29239;Romeo Gallegos;Male;23;1212;Assistants;The Terraces at Diamond Heights;Goiania;Goias;Construction Site;Residential;2022-07
315402022-07-01;01/07/2022;31540;Ryley Gould;Female;22;1833,33;Administration;The Oasis at Desert Springs;Palmas;Tocantins;Construction Site;Residential;2022-07
314802022-07-01;01/07/2022;31480;Hugh Fry;Male;33;1850,46;Professionals;The Oasis at Desert Springs;Palmas;Tocantins;Construction Site;Residential;2022-07
237252022-07-01;01/07/2022;23725;Domenic Vaughan;Male;36;1850,46;Professionals;The Oasis at Desert Springs;Palmas;Tocantins;Construction Site;Residential;2022-07
314782022-07-01;01/07/2022;31478;Trystan Rush;Male;36;1850,46;Professionals;The Oasis at Desert Springs;Palmas;Tocantins;Construction Site;Residential;2022-07
236772022-07-01;01/07/2022;23677;Brandan Cantu;Male;25;1420,26;Professionals;The Oasis at Desert Springs;Palmas;Tocantins;Construction Site;Residential;2022-07
313722022-07-01;01/07/2022;31372;Duane Fitzpatrick;Male;28;1228,91;Assistants;The Oasis at Desert Springs;Palmas;Tocantins;Construction Site;Residential;2022-07
180532022-07-01;01/07/2022;18053;Jalen Sullivan;Male;25;1212;Assistants;The Oasis at Desert Springs;Palmas;Tocantins;Construction Site;Residential;2022-07
181052022-07-01;01/07/2022;18105;Jeffrey Morales;Male;28;1212;Assistants;The Oasis at Desert Springs;Palmas;Tocantins;Construction Site;Residential;2022-07
282192022-07-01;01/07/2022;28219;Shaun Fleming;Male;31;1859;Professionals;The Landings at Ocean Breeze;Goiania;Goias;Construction Site;Residential;2022-07
283542022-07-01;01/07/2022;28354;Felix Wolfe;Male;28;1212;Assistants;The Landings at Ocean Breeze;Goiania;Goias;Construction Site;Residential;2022-07
259192022-07-01;01/07/2022;25919;Tyrone Le;Male;19;1236,4;Assistants;The Landings at Ocean Breeze;Goiania;Goias;Construction Site;Residential;2022-07
314062022-07-01;01/07/2022;31406;Camren Mahoney;Female;29;1693,55;Administration;The Sanctuary at Briarcliff;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
281322022-07-01;01/07/2022;28132;Joan Herring;Female;33;1920,38;Professionals;The Sanctuary at Briarcliff;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
315702022-07-01;01/07/2022;31570;Emerson Avery;Male;34;1125,74;Professionals;The Sanctuary at Briarcliff;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
314912022-07-01;01/07/2022;31491;Trevion Dodson;Male;33;1375,95;Assistants;The Sanctuary at Briarcliff;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
316852022-07-01;01/07/2022;31685;Javion Richmond;Male;30;1730,26;Professionals;The Sanctuary at Briarcliff;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
314892022-07-01;01/07/2022;31489;Heriberto Clements;Male;35;1920,38;Assistants;The Sanctuary at Briarcliff;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
233822022-07-01;01/07/2022;23382;Marques Sampson;Male;28;1254,73;Assistants;The Sanctuary at Briarcliff;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
317062022-07-01;01/07/2022;31706;Jimmie Stuart;Male;19;1046,77;Assistants;The Sanctuary at Briarcliff;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
316072022-07-01;01/07/2022;31607;Raheem Tapia;Male;25;1298;Assistants;The Sanctuary at Briarcliff;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
316002022-07-01;01/07/2022;31600;Tyreek Bean;Male;28;1298;Assistants;The Sanctuary at Briarcliff;Brasilia;Distrito Federal;Construction Site;Residential;2022-07
308662022-08-01;01/08/2022;30866;Ignacio Boone;Male;26;1859;Administration;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
310212022-08-01;01/08/2022;31021;Dion Liu;Male;37;1071,55;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
316612022-08-01;01/08/2022;31661;Amos Crane;Male;33;1076,86;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
320132022-08-01;01/08/2022;32013;Jamir Sheppard;Male;33;1083,25;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
319522022-08-01;01/08/2022;31952;Korbin Church;Male;30;1557,17;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
316562022-08-01;01/08/2022;31656;Nash Cisneros;Male;27;1827,99;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
317452022-08-01;01/08/2022;31745;Clint Farley;Male;27;1354,06;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
307952022-08-01;01/08/2022;30795;Cruz Abbott;Male;25;1935,48;Administration;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
317182022-08-01;01/08/2022;31718;Mariano Benton;Male;24;1236,4;Administration;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
319412022-08-01;01/08/2022;31941;Maxim Levy;Male;21;1557,17;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
320102022-08-01;01/08/2022;32010;Fred Rasmussen;Male;35;1083,25;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
310442022-08-01;01/08/2022;31044;Jaydon Wiley;Male;21;1549,17;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
316622022-08-01;01/08/2022;31662;Myron Ashley;Male;36;1827,99;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
310352022-08-01;01/08/2022;31035;Landen Rich;Male;34;1611,13;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
317302022-08-01;01/08/2022;31730;Ladarius McKay;Male;31;1354,06;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
310462022-08-01;01/08/2022;31046;Gunner Humphrey;Male;30;1549,17;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
310142022-08-01;01/08/2022;31014;Brenton Johns;Male;22;1673,1;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
313832022-08-01;01/08/2022;31383;Jamel Gaines;Male;29;1286,36;Production Supervisors;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
318882022-08-01;01/08/2022;31888;Herbert Coffey;Male;25;2861,42;Production Supervisors;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
310112022-08-01;01/08/2022;31011;Jefferson Koch;Male;26;2385;Production Supervisors;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
316112022-08-01;01/08/2022;31611;Dewayne Peck;Male;23;950;Trainees;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
313752022-08-01;01/08/2022;31375;Porter Durham;Male;20;3225,81;Production Supervisors;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
318182022-08-01;01/08/2022;31818;Lloyd Finley;Male;33;2098,8;Machine Operators;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
313022022-08-01;01/08/2022;31302;Alexandro McIntyre;Male;21;1076,86;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
319772022-08-01;01/08/2022;31977;Bruno Ponce;Male;36;1421,77;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
320212022-08-01;01/08/2022;32021;Donavon Faulkner;Male;36;1083,25;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
319102022-08-01;01/08/2022;31910;Javonte Donaldson;Male;22;1895,69;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
313942022-08-01;01/08/2022;31394;Dario Sloan;Male;32;1286,36;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
318702022-08-01;01/08/2022;31870;Ean Schmitt;Male;21;2031,1;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
311552022-08-01;01/08/2022;31155;Stephan Gilmore;Male;36;1115,4;Professionals;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
316642022-08-01;01/08/2022;31664;Omari Best;Male;19;1076,86;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
310262022-08-01;01/08/2022;31026;Stone Ibarra;Female;23;1071,55;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
318692022-08-01;01/08/2022;31869;Kamren Novak;Male;22;1196,52;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
318892022-08-01;01/08/2022;31889;Rowan Costa;Male;27;1196,52;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
318202022-08-01;01/08/2022;31820;Xander Sosa;Male;25;1236,4;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
317292022-08-01;01/08/2022;31729;Keshaun Friedman;Male;18;1236,4;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
318172022-08-01;01/08/2022;31817;Rick Moses;Male;27;1236,4;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
318952022-08-01;01/08/2022;31895;Genaro Stanton;Male;23;1196,52;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
318722022-08-01;01/08/2022;31872;Jamarcus Compton;Male;20;1196,52;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
319092022-08-01;01/08/2022;31909;Aric Kaufman;Male;20;1116,75;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
318772022-08-01;01/08/2022;31877;Barrett Dudley;Male;20;1196,52;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
319562022-08-01;01/08/2022;31956;Rey McPherson;Male;34;2225,81;Production Supervisors;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
311252022-08-01;01/08/2022;31125;Keagan Wilkerson;Male;26;1236,4;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
310482022-08-01;01/08/2022;31048;Gianni Henson;Male;25;1030,33;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
310232022-08-01;01/08/2022;31023;Frankie Stephenson;Male;20;1071,55;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
313892022-08-01;01/08/2022;31389;Judah Sexton;Male;24;1236,4;Assistants;Regional Hospital;Goiania;Goias;Construction Site;Hospital;2022-08
180152022-08-01;01/08/2022;18015;Brendan Foster;Male;21;1212;Assistants;The Grove at Parkside;Palmas;Tocantins;Construction Site;Residential;2022-08
229832022-08-01;01/08/2022;22983;Jeremiah Sanders;Male;25;1212;Assistants;The Grove at Parkside;Palmas;Tocantins;Construction Site;Residential;2022-08
180852022-08-01;01/08/2022;18085;Xavier Ross;Male;24;1212;Assistants;The Grove at Parkside;Palmas;Tocantins;Construction Site;Residential;2022-08
179422022-08-01;01/08/2022;17942;Jorge Russell;Male;34;1739,3;Professionals;The Summit at Laurel Canyon;Palmas;Tocantins;Construction Site;Commercial;2022-08
231782022-08-01;01/08/2022;23178;Joel Perry;Male;34;1859;Professionals;The Residences at Westlake;Goiania;Goias;Construction Site;Residential;2022-08
230012022-08-01;01/08/2022;23001;Maxwell Butler;Male;21;1212;Assistants;The Residences at Westlake;Goiania;Goias;Construction Site;Residential;2022-08
287752022-08-01;01/08/2022;28775;Aidan Barnes;Male;31;3000;Administration;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
299582022-08-01;01/08/2022;29958;Travis Fisher;Male;22;1870;Administration;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
287712022-08-01;01/08/2022;28771;Vincent Patterson;Male;37;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
290482022-08-01;01/08/2022;29048;Colin Coleman;Male;22;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
288752022-08-01;01/08/2022;28875;Derek Jordan;Male;32;1221;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
290462022-08-01;01/08/2022;29046;Dominic Simmons;Male;25;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
301782022-08-01;01/08/2022;30178;Alvin Curry;Male;18;1221;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
298032022-08-01;01/08/2022;29803;Grant Hamilton;Male;23;1800;Administration;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
298932022-08-01;01/08/2022;29893;Jakob Gordon;Male;36;1859;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
294872022-08-01;01/08/2022;29487;Bradley Wallace;Male;36;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
294922022-08-01;01/08/2022;29492;Collin Alexander;Male;32;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
310022022-08-01;01/08/2022;31002;Dimitri Dyer;Male;24;1683;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
290552022-08-01;01/08/2022;29055;Ricardo West;Male;31;1221;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
288072022-08-01;01/08/2022;28807;Shawn Cole;Male;34;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
288082022-08-01;01/08/2022;28808;Mitchell Griffin;Male;22;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
290562022-08-01;01/08/2022;29056;George Ramos;Male;27;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
242132022-08-01;01/08/2022;24213;Josiah Hunt;Male;38;5500;Engineering;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
301922022-08-01;01/08/2022;30192;Gregory Chavez;Male;19;950;Trainees;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
288442022-08-01;01/08/2022;28844;Francisco Gibson;Male;31;5300;Production Supervisors;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
303312022-08-01;01/08/2022;30331;Liam Bryant;Male;31;1870;Machine Operators;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
293872022-08-01;01/08/2022;29387;Kaleb Ellis;Male;33;1870;Machine Operators;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
297382022-08-01;01/08/2022;29738;Erik Murray;Male;30;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
309952022-08-01;01/08/2022;30995;Kory McClure;Male;31;1683;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
316812022-08-01;01/08/2022;31681;Dan Krueger;Male;22;1730,26;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
315372022-08-01;01/08/2022;31537;Darrin Michael;Male;21;1456,84;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
308182022-08-01;01/08/2022;30818;Geoffrey Rosales;Male;32;1327,1;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
308212022-08-01;01/08/2022;30821;Elisha York;Female;37;1327,1;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
312692022-08-01;01/08/2022;31269;Raymundo Hendricks;Male;36;1858,43;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
299912022-08-01;01/08/2022;29991;Owen Ford;Male;21;1870;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
315122022-08-01;01/08/2022;31512;Darrion Donovan;Male;26;1589,28;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
307612022-08-01;01/08/2022;30761;Deangelo Jefferson;Male;34;1508,06;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
317132022-08-01;01/08/2022;31713;Bradly Frye;Male;32;1602,1;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
318732022-08-01;01/08/2022;31873;Dillion Daugherty;Male;22;1922,52;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
318802022-08-01;01/08/2022;31880;Donnell Cherry;Male;23;1922,52;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
318762022-08-01;01/08/2022;31876;Kylan Bray;Male;36;1922,52;Professionals;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
314772022-08-01;01/08/2022;31477;Chaim Mayer;Male;21;1254,73;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
300812022-08-01;01/08/2022;30081;Carter Wells;Male;27;1221;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
309852022-08-01;01/08/2022;30985;Daryl Mercado;Male;21;1098,9;Assistants;The Meadows at Sunset Ridge;Brasilia;Distrito Federal;Construction Site;Residential;2022-08
